grid_size,grid_res,years,mu,p_spread,rho,n_repeats,initial_flammable_fraction,initial_num_flammable_clusters,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
100,500,1,0.04,0.4,1,3,1.0,1,0.263,39,475.0,10900.0,2626.094368164679
100,500,1,0.04,0.5,1,3,1.0,1,0.7881,4,25.0,196950.0,85271.0263201253
100,500,1,0.04,0.5,1,3,1.0,1,0.8019,2,100237.5,200450.0,100212.5
100,500,1,0.04,0.5,1,3,1.0,1,0.7972,5,25.0,199175.0,79657.50058845682
100,500,1,0.04,0.6,1,3,1.0,1,0.963,2,120375.0,240700.0,120325.0
100,500,1,0.04,0.6,1,3,1.0,1,0.96,1,240000.0,240000.0,0.0
100,500,1,0.04,0.6,1,3,1.0,1,0.9642,1,241050.0,241050.0,0.0
100,500,1,0.04,0.7,1,3,1.0,1,0.9985,1,249625.0,249625.0,0.0
100,500,1,0.04,0.7,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.7,1,3,1.0,1,0.9982,1,249550.0,249550.0,0.0
100,500,1,0.04,0.8,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.8,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.8,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.9,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.9,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,0.9,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
100,500,1,0.04,1,1,3,1.0,1,1.0,1,250000.0,250000.0,0.0
