grid_size,grid_res,years,mu,p_spread,rho,n_repeats,x_lines,y_lines,initial_flammable_fraction,initial_num_flammable_clusters,initial_contagion,burned_fraction,num_fires,median_fire_size_ha,max_fire_size_ha,sd_fire_size_ha
101,500,1,0.002,0.3,0.3,3,[],[],0.298,1283,12.130478925317355,0.0006,1,25.0,50.0,10.0
101,500,1,0.002,0.4,0.3,3,[],[],0.3071,1357,11.047494295446214,0.001,1,25.0,125.0,38.72983346207417
101,500,1,0.002,0.4,0.3,3,[],[],0.301,1333,11.747955141864585,0.001,1,50.0,75.0,22.360679774997898
101,500,1,0.002,0.4,0.3,3,[],[],0.3025,1315,11.550877820733696,0.001,1,50.0,100.0,27.386127875258307
101,500,1,0.002,0.5,0.3,3,[],[],0.296,1299,12.361472941362884,0.0008,1,50.0,50.0,12.24744871391589
101,500,1,0.002,0.5,0.3,3,[],[],0.3021,1323,11.57059533995961,0.0008,1,25.0,75.0,20.0
101,500,1,0.002,0.5,0.3,3,[],[],0.2968,1313,12.29027602119479,0.0008,1,25.0,75.0,20.0
101,500,1,0.002,0.6,0.3,3,[],[],0.3017,1296,11.642896601217457,0.0013,1,75.0,100.0,25.495097567963924
101,500,1,0.002,0.6,0.3,3,[],[],0.2977,1324,12.160518186025882,0.0012,1,25.0,150.0,48.98979485566356
101,500,1,0.002,0.6,0.3,3,[],[],0.3036,1356,11.394234735281472,0.0016,1,75.0,125.0,40.0
101,500,1,0.002,0.7,0.3,3,[],[],0.2997,1329,11.892102881173539,0.0011,1,25.0,175.0,60.0
101,500,1,0.002,0.7,0.3,3,[],[],0.3028,1323,11.549591141249515,0.001,1,50.0,100.0,27.386127875258307
101,500,1,0.002,0.7,0.3,3,[],[],0.305,1331,11.28009356969838,0.0016,1,50.0,200.0,62.048368229954285
101,500,1,0.002,0.8,0.3,3,[],[],0.3026,1361,11.543828137820189,0.0011,1,50.0,125.0,36.742346141747674
101,500,1,0.002,0.8,0.3,3,[],[],0.2955,1358,12.38057327301869,0.0022,1,125.0,175.0,51.478150704935004
101,500,1,0.002,0.8,0.3,3,[],[],0.2989,1344,12.005019928102346,0.0006,1,25.0,50.0,10.0
101,500,1,0.002,0.9,0.3,3,[],[],0.2922,1337,12.85468144006755,0.0018,1,75.0,175.0,53.85164807134504
